Tiempo (mseg)	Length  Destinos
22137675	62	202105117161
22138242	72	21917458170
22139189	55	21917458170
22140068	1089	1231121779
22140068	1089	1231121779
22140068	1089	1231121779
22140068	1089	1231121779
22140068	1089	1231121779
22140068	1089	1231121779
22140068	1089	1231121779
22140068	1089	1231121779
22140078	87	202105117161
22140078	85	1219231214
22140078	259	221220086
22140126	1089	1231121779
22140126	1089	1231121779
22140126	1089	1231121779
22140136	1089	1231121779
22140136	1089	1231121779
22140136	1089	1231121779
22140136	1089	1231121779
22140136	1089	1231121779
22140742	61	61144253211
22140751	1089	1231121779
22140751	1089	1231121779
22140751	1089	1231121779
22140751	1089	1231121779
22140751	1089	1231121779
22140751	1089	1231121779
22140761	1089	1231121779
22140761	1089	1231121779
22140771	57	61144253211
22141376	1089	1231121779
22141376	1089	1231121779
22141376	1089	1231121779
22141376	1089	1231121779
22141376	1089	1231121779
22141376	1089	1231121779
22141376	1089	1231121779
22141386	1089	1231121779
22142001	1089	1231121779
22142470	55	21917458170
22146826	1089	1231121779
22146855	62	61144209107
22146855	259	137194164233
22146855	259	61166189154
22146855	259	61166189154
22146865	259	137194214154
22146865	259	15157618
22147236	1089	1231121779
22147275	61	61144209107
22147324	122	61144209107
22147578	366	61144209107
22147646	183	61144209107
22147666	1089	1231121779
22147861	183	61144209107
22147949	183	61144209107
22148251	1089	1231121779
22148437	1089	1231121779
22148486	305	61144209107
22148583	61	61144209107
22148720	366	61144209107
22148925	1089	1231121779
22149453	1089	1231121779
22149726	1089	1231121779
22150488	1089	1231121779
22151347	1089	1231121779
22151347	1089	1231121779
22151640	1089	1231121779
22152031	1089	1231121779
22152460	231	1231121779
22152675	55	221239137121
22153837	57	61144253211
22154892	62	2181722849
22155419	62	1219231214
22157792	259	220197188101
22157792	259	15157618
22157792	259	221239137121
22158251	63	202105117161
22158457	189	202105117161
22158896	63	202105117161
22159052	126	202105117161
22159628	57	21917458170
22160039	63	202105117161
22160039	85	1219231214
22160039	89	61144253211
22161972	61	61144209107
22162080	61	61144209107
22162167	61	61144209107
22162314	244	61144209107
22162587	244	61144209107
22162880	122	61144209107
22162978	61	61144209107
22166494	62	1231121779
22167636	259	20211231199
22167636	259	2021180244
22167646	259	5821122642
22167841	62	61144209107
22168876	122	61144209107
22170009	135	1231121779
22170009	62	1231121779
22170048	131	61144209107
22170048	133	61144209107
22170048	133	2181721757
22170048	133	2181721757
22170058	135	202105117161
22170058	133	1219231214
22170058	132	2181722849
22170058	130	1301929144
22170058	130	193205213188
22170058	132	202105117161
22170058	132	61144253211
22170058	132	61144253211
22170058	130	1301929144
22170068	130	221239137121
22170068	129	2226914592
22170068	129	21917458170
22170068	130	61185209234
22170068	129	21917458170
22170078	259	96246253171
22170849	63	202105117161
22171064	126	202105117161
22171630	55	221239137121
22172011	63	202105117161
22173544	62	2181721757
22173564	62	2181721757
22174345	55	96246253171
22175175	62	1219231214
22175439	57	1301929144
22175771	57	193205213188
22176376	57	1301929144
22177470	259	2211367238
22177470	259	2211367238
22177470	259	2182268110
22177480	259	61175236190
22177480	259	61175236190
22177480	259	22282227138
22178457	63	202105117161
22179023	63	202105117161
22179062	63	202105117161
22179257	126	202105117161
22179658	63	202105117161
22179882	63	202105117161
22180029	85	1219231214
22180029	87	221239137121
22180029	259	96246253171
22180175	63	202105117161
22180302	63	202105117161
22181699	55	96246253171
22182353	63	202105117161
22182373	62	2181721757
22182373	62	2181721757
22183193	126	202105117161
22183476	62	1219231214
22183564	125	202105117161
22184033	56	2226914592
22185126	60	61144209107
22187314	259	2227924585
22190039	85	2181721757
22190625	135	202105117161
22190625	133	1219231214
22191044	61	61144253211
22191074	57	61144253211
22193876	62	61144209107
22195615	57	61185209234
22197158	259	221220086
22197470	60	61144209107
22200058	85	2181721757
22200058	84	61144253211
22201132	62	202105117161
22201806	55	221239137121
22203466	62	2181721757
22203896	63	202105117161
22204091	62	2181722849
22204853	188	202105117161
22204853	87	221239137121
22205341	62	1219231214
22206923	63	202105117161
22207001	189	202105117161
22207705	315	202105117161
22207783	189	202105117161
22208837	63	202105117161
22208896	126	202105117161
22209199	126	202105117161
22210048	85	2181721757
22210048	85	1219231214
22210048	84	61144253211
22212324	57	61185209234
22213505	62	2181721757
22213662	83	61144209107
22213955	61	61144253211
22214687	60	61144209107
22216640	62	1231121779
22217441	62	61144209107
22220058	130	61144209107
22220058	132	61144209107
22220058	154	2181721757
22220058	132	2181721757
22220058	134	1231121779
22220058	134	202105117161
22220058	132	1219231214
22220058	131	2181722849
22220068	129	1301929144
22220068	129	193205213188
22220068	131	202105117161
22220068	131	61144253211
22220068	131	61144253211
22220068	129	1301929144
22220068	129	221239137121
22220068	129	2226914592
22220068	128	21917458170
22220068	129	61185209234
22220068	128	21917458170
22220351	63	202105117161
22223291	62	2181721757
22223291	62	2181721757
22224033	62	2181721757
22225000	57	193205213188
22225341	62	1219231214
22226689	57	1301929144
22226689	57	1301929144
22227421	63	202105117161
22227773	62	202105117161
22227783	62	202105117161
22229902	126	202105117161
22230048	83	61144209107
22230048	85	2181721757
22230917	63	202105117161
22231074	189	202105117161
22233261	57	2226914592
22233779	62	1219231214
22234062	83	61144209107
22239355	57	21917458170
22239824	57	21917458170
22240019	85	1219231214
22240917	134	202105117161
22240917	131	202105117161
22240917	129	61185209234
22241367	61	61144253211
22241367	57	61144253211
22244160	62	2181721757
22245859	62	1219231214
22250039	85	2181721757
22250039	85	1219231214
22250039	84	61144253211
22254355	62	2181722849
22255419	62	1219231214
22258984	55	21917458170
22260039	85	1219231214
22260039	84	202105117161
22260429	57	61185209234
22262792	55	221239137121
22264169	62	2181721757
22264521	61	61144253211
22267021	62	1231121779
22268984	61	61144209107
22269052	183	61144209107
22269355	61	61144209107
22269511	183	61144209107
22270078	131	61144209107
22270078	182	61144209107
22270078	133	61144209107
22270078	133	2181721757
22270078	155	2181721757
22270078	135	1231121779
22270078	135	202105117161
22270087	133	1219231214
22270087	132	2181722849
22270087	130	1301929144
22270087	130	193205213188
22270087	132	202105117161
22270087	132	61144253211
22270087	132	61144253211
22270087	130	1301929144
22270087	130	221239137121
22270087	130	2226914592
22270087	129	21917458170
22270087	130	61185209234
22270087	130	21917458170
22273281	61	61144209107
22273437	62	2181721757
22273437	62	2181721757
22273476	122	61144209107
22273574	122	61144209107
22273730	122	61144209107
22274990	57	1301929144
22274990	57	61144253211
22275019	57	1301929144
22275273	57	193205213188
22275361	62	1219231214
22277851	62	202105117161
22277851	62	202105117161
22278369	183	61144209107
22278427	122	61144209107
22279189	122	61144209107
22280029	85	1219231214
22280029	82	193205213188
22280029	84	202105117161
22280527	55	221239137121
22280615	56	21917458170
22281767	55	221239137121
22283193	183	61144209107
22283271	61	61144209107
22283583	57	2226914592
22284052	62	1219231214
22284375	62	2181721757
22285019	62	2181721757
22285107	57	193205213188
22288164	61	61144209107
22289267	57	21917458170
22289296	57	21917458170
22289785	61	61144209107
22289833	122	61144209107
22290078	1084	221239137121
22290078	1085	221239137121
22290078	1085	221239137121
22290078	1085	221239137121
22290087	1085	221239137121
22290087	1085	221239137121
22290087	1085	221239137121
22290087	1085	221239137121
22290087	305	61144209107
22290087	85	2181721757
22290087	135	202105117161
22290087	84	61144253211
22290136	1085	221239137121
22290136	1085	221239137121
22290146	1085	221239137121
22290146	1085	221239137121
22290146	1085	221239137121
22290146	1085	221239137121
22290146	1085	221239137121
22290146	1085	221239137121
22290380	131	61144209107
22290380	61	61144209107
22290478	183	61144209107
22290673	61	61144253211
22290722	57	61144253211
22290761	1085	221239137121
22290761	1085	221239137121
22290761	1085	221239137121
22290761	1085	221239137121
22290761	1085	221239137121
22290761	1085	221239137121
22290761	1085	221239137121
22290771	1085	221239137121
22290996	305	61144209107
22291074	61	61144209107
22291230	122	61144209107
22291376	122	61144209107
22291386	1085	221239137121
22291386	1085	221239137121
22291386	1085	221239137121
22291386	1085	221239137121
22291386	1085	221239137121
22291396	1085	221239137121
22291396	1085	221239137121
22291396	1085	221239137121
22292324	122	61144209107
22297041	1085	221239137121
22298388	1085	221239137121
22300029	85	2181721757
22300029	85	1219231214
22300175	122	61144209107
22300478	1085	221239137121
22301064	122	61144209107
22301279	1085	221239137121
22301279	1085	221239137121
22301679	1085	221239137121
22302529	1085	221239137121
22302578	1085	221239137121
22303535	1085	221239137121
22304287	57	61144253211
22304687	1085	221239137121
22304716	62	2181722849
22305478	1085	221239137121
22306289	1085	221239137121
22306679	1085	221239137121
22307089	1085	221239137121
22307880	229	221239137121
22310039	84	2181722849
22312841	1085	221239137121
22312841	1085	221239137121
22312841	1085	221239137121
22312841	1085	221239137121
22312841	1085	221239137121
22312851	1085	221239137121
22313583	62	2181721757
22313681	1085	221239137121
22313681	1085	221239137121
22313681	1085	221239137121
22313681	1085	221239137121
22314199	1085	221239137121
22315273	62	1219231214
22317060	63	202105117161
22317480	62	1231121779
22317480	189	202105117161
22318583	131	61144209107
22319658	1085	221239137121
22320058	131	61144209107
22320058	83	61144209107
22320058	133	61144209107
22320058	133	2181721757
22320058	133	2181721757
22320058	135	1231121779
22320058	135	202105117161
22320058	87	202105117161
22320058	155	1219231214
22320058	132	2181722849
22320058	130	1301929144
22320058	130	193205213188
22320058	132	202105117161
22320068	132	61144253211
22320068	132	61144253211
22320068	130	1301929144
22320068	131	221239137121
22320068	130	2226914592
22320068	130	21917458170
22320068	130	61185209234
22320068	130	21917458170
22323330	62	2181721757
22323437	62	2181721757
22323437	62	2181721757
22324033	1085	221239137121
22324033	1085	221239137121
22324033	1085	221239137121
22324941	63	2181722849
22324990	126	2181722849
22325126	315	2181722849
22325126	1085	221239137121
22325634	57	1301929144
22325634	57	1301929144
22325644	57	193205213188
22325781	63	2181722849
22325917	378	2181722849
22326220	63	2181722849
22326396	63	2181722849
22326552	378	2181722849
22327060	126	2181722849
22327158	252	2181722849
22327314	189	2181722849
22327548	62	202105117161
22327656	63	2181722849
22328408	1085	221239137121
22329199	1085	221239137121
22330039	85	2181721757
22330039	85	2181721757
22330048	82	193205213188
22331552	55	221239137121
22333056	57	2226914592
22333378	62	1219231214
22333515	63	2181722849
22333642	63	2181722849
22333828	126	2181722849
22333876	126	2181722849
22334492	126	2181722849
22334687	63	2181722849
22334980	251	2181722849
22339746	57	21917458170
22339775	57	21917458170
22340029	133	61144209107
22340029	87	202105117161
22340029	155	1219231214
22340029	130	61185209234
22340888	61	61144253211
22340917	57	61144253211
22344033	62	2181721757
22344853	1085	221239137121
22344853	1085	221239137121
22344853	1085	221239137121
22345917	1085	221239137121
22345917	1085	221239137121
22345917	1085	221239137121
22345927	1085	221239137121
22346250	62	61144209107
22349169	62	202105117161
22350019	259	2182219176
22353281	62	2181721757
22353935	63	2181722849
22354667	62	2181722849
22355429	62	1219231214
22359580	57	61185209234
22360048	85	2181721757
22360048	85	2181721757
22360048	85	1219231214
22360058	84	2181722849
22361230	1085	221239137121
22361230	1085	221239137121
22365449	62	1219231214
22366660	62	1231121779
22367246	62	61144209107
22370048	130	61144209107
22370048	60	61144209107
22370048	132	61144209107
22370048	132	2181721757
22370048	132	2181721757
22370048	134	1231121779
22370048	134	202105117161
22370048	132	1219231214
22370048	131	2181722849
22370048	129	1301929144
22370048	129	193205213188
22370048	131	202105117161
22370048	131	61144253211
22370048	131	61144253211
22370048	129	1301929144
22370048	130	221239137121
22370048	129	2226914592
22370048	129	21917458170
22370048	129	61185209234
22370048	129	21917458170
22373457	62	2181721757
22373457	62	2181721757
22373945	62	2181721757
22373945	62	2181721757
22375029	57	193205213188
22375625	57	1301929144
22376552	57	1301929144
22378007	62	202105117161
22378007	62	202105117161
22379570	57	61185209234
22380068	85	2181721757
22380068	85	2181721757
22380068	87	202105117161
22380068	84	202105117161
22383095	57	2226914592
22383574	62	1219231214
22385771	57	193205213188
22387470	60	61144209107
22388085	63	202105117161
22388105	63	202105117161
22388261	378	202105117161
22388466	63	202105117161
22388583	189	202105117161
22389658	252	202105117161
22389658	1085	221239137121
22389873	126	202105117161
22390039	85	1219231214
22390751	134	202105117161
22390751	259	2182219176
22390751	1085	221239137121
22391240	61	61144253211
22391269	57	61144253211
22392041	126	202105117161
22392470	63	202105117161
22392656	189	202105117161
22392939	63	202105117161
22393144	62	61144209107
22393642	63	202105117161
22393828	63	2181721757
22393896	189	2181721757
22393896	62	2181721757
22394033	63	2181721757
22394033	125	202105117161
22394355	63	2181721757
22394511	378	2181721757
22395019	126	2181721757
22395136	252	2181721757
22396230	189	2181721757
22400595	63	2181721757
22400751	126	2181721757
22401025	189	2181721757
22401250	63	2181721757
22401718	315	2181721757
22401923	188	2181721757
22404228	62	2181722849
22404785	63	1219231214
22404843	63	1219231214
22404970	252	1219231214
22405820	63	1219231214
22406064	189	1219231214
22406425	63	1219231214
